N_THREADS,n_obj,time
0,100000,2.9121509999999997
1,100000,3.1391459999999998
2,100000,2.156209
4,100000,1.4912159999999999
8,100000,2.626801
0,200000,5.850002
1,200000,6.272819
2,200000,4.382443
4,200000,2.9958099999999996
8,200000,5.249242
0,400000,11.698767
1,400000,12.561233999999999
2,400000,8.556375
4,400000,6.010187
8,400000,10.525438000000001
0,800000,23.388169
1,800000,25.247154000000002
2,800000,17.248504999999998
4,800000,12.004571
8,800000,21.041113
