N_THREADS,n_obj,time
0,100000,5.963141
1,100000,6.648647
2,100000,4.261896
4,100000,2.516282
8,100000,3.727267
0,200000,11.912569
1,200000,13.251248
2,200000,8.453051
4,200000,5.010564
8,200000,7.423400999999999
0,400000,23.66374
1,400000,26.559905999999998
2,400000,16.903239000000003
4,400000,10.019805999999999
8,400000,14.831019
0,800000,47.643021000000005
1,800000,52.810977
2,800000,33.778714
4,800000,20.023162
8,800000,29.662328000000002
