N_THREADS,n_obj,time
0,10000,1.515772
1,10000,1.745225
2,10000,1.048906
4,10000,0.584021
8,10000,0.7168399999999999
0,20000,3.005085
1,20000,3.5499690000000004
2,20000,2.103314
4,20000,1.176448
8,20000,1.445774
0,40000,6.015418
1,40000,7.076014
2,40000,4.227069
4,40000,2.333776
8,40000,2.866995
0,80000,12.151888
1,80000,14.143626000000001
2,80000,8.386492
4,80000,4.676856
8,80000,5.952407
