N_THREADS,n_obj,time
0,10000,12.370505999999999
1,10000,12.779003999999999
2,10000,11.311501
4,10000,11.578695
8,10000,11.752489
0,20000,24.799262
1,20000,25.565459
2,20000,22.705366
4,20000,23.16248
8,20000,23.552769
0,40000,49.420899
1,40000,51.138541
2,40000,45.321616999999996
4,40000,46.164631
8,40000,47.083419
0,80000,98.908079
1,80000,102.021097
2,80000,90.582062
4,80000,92.308925
8,80000,94.148597
